annual_inc,open_acc,purpose,home_ownership,inq_last_6mths
105000,20,home_improvement,MORTGAGE,0
45000,16,credit_card,MORTGAGE,2
35000,14,debt_consolidation,RENT,2
72000,9,debt_consolidation,MORTGAGE,1
70000,16,debt_consolidation,MORTGAGE,1
1e+05,12,credit_card,OWN,1
18000,4,debt_consolidation,RENT,0
27000,5,debt_consolidation,MORTGAGE,0
90000,14,debt_consolidation,MORTGAGE,1
66560,11,credit_card,MORTGAGE,2
60000,6,debt_consolidation,RENT,0
40000,6,major_purchase,MORTGAGE,0
215000,20,home_improvement,MORTGAGE,2
70000,11,debt_consolidation,MORTGAGE,0
1e+05,17,debt_consolidation,MORTGAGE,2
150000,9,credit_card,RENT,0
60000,7,debt_consolidation,RENT,2
25685,16,credit_card,RENT,0
50000,9,debt_consolidation,MORTGAGE,0
63000,9,credit_card,MORTGAGE,0
82700,6,other,RENT,0
48000,9,debt_consolidation,RENT,1
103000,33,debt_consolidation,RENT,1
75000,17,debt_consolidation,MORTGAGE,1
42000,7,debt_consolidation,OWN,1
65004,4,other,MORTGAGE,0
140000,10,debt_consolidation,MORTGAGE,0
40000,13,debt_consolidation,RENT,0
13500,10,educational,RENT,1
70100,5,credit_card,RENT,0
70000,11,debt_consolidation,RENT,0
73000,8,other,MORTGAGE,1
80000,11,debt_consolidation,MORTGAGE,0
48000,8,home_improvement,MORTGAGE,1
65000,8,credit_card,RENT,0
52000,18,debt_consolidation,MORTGAGE,0
73000,14,debt_consolidation,MORTGAGE,0
65000,4,debt_consolidation,MORTGAGE,0
72000,15,debt_consolidation,MORTGAGE,0
35000,20,debt_consolidation,MORTGAGE,1
135000,18,home_improvement,MORTGAGE,0
69500,15,credit_card,RENT,1
43000,8,debt_consolidation,RENT,1
28000,5,debt_consolidation,RENT,0
38800,10,debt_consolidation,RENT,2
34000,5,credit_card,OWN,0
105000,10,credit_card,RENT,0
36000,9,debt_consolidation,MORTGAGE,2
140000,7,other,RENT,1
60000,7,debt_consolidation,MORTGAGE,0
38000,9,debt_consolidation,RENT,2
40000,11,debt_consolidation,MORTGAGE,3
75000,15,credit_card,MORTGAGE,0
87000,24,debt_consolidation,MORTGAGE,1
54000,9,debt_consolidation,MORTGAGE,0
50000,18,debt_consolidation,RENT,1
60562,15,debt_consolidation,OWN,0
56000,11,debt_consolidation,OWN,0
43750,48,debt_consolidation,RENT,1
77000,8,debt_consolidation,RENT,0
51200,11,debt_consolidation,MORTGAGE,2
50000,15,credit_card,RENT,0
32496,8,debt_consolidation,RENT,3
1e+05,14,credit_card,MORTGAGE,2
31800,4,debt_consolidation,RENT,0
23700,14,credit_card,RENT,0
72000,17,debt_consolidation,MORTGAGE,0
130000,11,debt_consolidation,MORTGAGE,0
55000,28,credit_card,MORTGAGE,0
72000,9,debt_consolidation,MORTGAGE,0
75000,12,credit_card,MORTGAGE,1
25000,10,credit_card,OWN,0
65000,12,credit_card,MORTGAGE,3
77319,18,debt_consolidation,RENT,0
56000,8,debt_consolidation,RENT,0
55000,7,debt_consolidation,MORTGAGE,0
350000,9,home_improvement,MORTGAGE,0
45000,13,debt_consolidation,RENT,3
55000,8,debt_consolidation,RENT,1
63000,18,debt_consolidation,MORTGAGE,1
60000,9,debt_consolidation,MORTGAGE,0
52000,18,credit_card,RENT,0
46572,20,debt_consolidation,MORTGAGE,0
30000,7,other,OWN,2
28000,7,debt_consolidation,MORTGAGE,0
80000,10,debt_consolidation,OWN,1
90000,18,credit_card,MORTGAGE,0
53000,19,debt_consolidation,MORTGAGE,0
50000,6,debt_consolidation,OWN,0
96200,9,debt_consolidation,MORTGAGE,0
34000,6,debt_consolidation,RENT,0
44300,11,debt_consolidation,MORTGAGE,0
57656,10,home_improvement,MORTGAGE,1
125000,22,debt_consolidation,OWN,1
90000,7,credit_card,MORTGAGE,0
41000,7,debt_consolidation,RENT,0
44000,8,debt_consolidation,RENT,0
83000,19,credit_card,RENT,0
58000,10,small_business,MORTGAGE,2
55000,15,credit_card,RENT,1
53000,16,debt_consolidation,MORTGAGE,0
50000,17,credit_card,RENT,1
37000,6,debt_consolidation,OWN,3
190000,13,credit_card,RENT,0
20100,13,other,RENT,0
63000,18,debt_consolidation,MORTGAGE,1
30000,11,debt_consolidation,RENT,0
74000,17,debt_consolidation,RENT,1
47400,11,home_improvement,MORTGAGE,0
54000,12,other,RENT,1
38400,3,car,RENT,1
89000,9,debt_consolidation,MORTGAGE,0
38000,12,debt_consolidation,RENT,0
47252,9,debt_consolidation,OWN,3
112000,34,debt_consolidation,MORTGAGE,1
59280,6,credit_card,MORTGAGE,0
50000,6,debt_consolidation,MORTGAGE,0
158000,19,debt_consolidation,MORTGAGE,0
1e+05,13,debt_consolidation,RENT,0
36000,11,debt_consolidation,RENT,1
94600,8,wedding,RENT,0
28700,9,other,MORTGAGE,1
95000,8,debt_consolidation,RENT,0
55000,6,debt_consolidation,MORTGAGE,0
60000,6,credit_card,RENT,2
25384,11,debt_consolidation,RENT,1
63000,15,debt_consolidation,RENT,2
68500,8,other,RENT,0
85000,11,other,MORTGAGE,0
71000,10,debt_consolidation,MORTGAGE,3
26000,9,debt_consolidation,RENT,0
40000,13,debt_consolidation,RENT,1
40000,16,debt_consolidation,RENT,0
31363,10,debt_consolidation,RENT,0
110000,19,debt_consolidation,MORTGAGE,2
190000,10,debt_consolidation,MORTGAGE,3
70000,14,debt_consolidation,MORTGAGE,1
120000,14,debt_consolidation,RENT,2
93000,19,debt_consolidation,MORTGAGE,1
1e+05,10,debt_consolidation,MORTGAGE,1
101500,10,credit_card,MORTGAGE,1
65000,12,debt_consolidation,RENT,2
45000,19,debt_consolidation,RENT,1
113000,12,debt_consolidation,MORTGAGE,0
85000,7,home_improvement,MORTGAGE,1
90000,11,debt_consolidation,MORTGAGE,2
18000,5,debt_consolidation,RENT,2
125000,10,debt_consolidation,MORTGAGE,1
30000,5,credit_card,RENT,0
1e+05,3,debt_consolidation,RENT,0
104000,9,debt_consolidation,RENT,0
160000,10,debt_consolidation,RENT,0
97000,11,debt_consolidation,OWN,0
52000,34,debt_consolidation,RENT,2
57000,10,debt_consolidation,RENT,1
81000,18,debt_consolidation,RENT,2
80000,13,credit_card,MORTGAGE,0
70000,10,debt_consolidation,MORTGAGE,0
90000,15,debt_consolidation,MORTGAGE,0
28000,17,other,RENT,1
86000,17,moving,RENT,0
41000,44,credit_card,RENT,1
45000,15,debt_consolidation,RENT,0
65000,22,credit_card,MORTGAGE,1
80000,9,credit_card,RENT,0
85000,13,credit_card,MORTGAGE,1
36000,9,credit_card,MORTGAGE,0
1e+05,26,debt_consolidation,MORTGAGE,3
41000,13,debt_consolidation,RENT,0
70000,8,debt_consolidation,RENT,0
170000,24,debt_consolidation,MORTGAGE,0
54158,22,credit_card,RENT,2
65000,9,other,OWN,1
108000,8,debt_consolidation,MORTGAGE,1
43000,10,debt_consolidation,RENT,0
80000,5,debt_consolidation,RENT,1
84000,4,debt_consolidation,RENT,0
53000,10,debt_consolidation,RENT,3
92000,15,credit_card,MORTGAGE,0
59772,10,home_improvement,MORTGAGE,2
70389,11,debt_consolidation,MORTGAGE,2
55000,11,debt_consolidation,MORTGAGE,0
54500,23,major_purchase,RENT,4
81120,13,other,OWN,0
50000,8,debt_consolidation,RENT,1
42000,10,moving,RENT,1
53000,10,home_improvement,MORTGAGE,6
30000,5,debt_consolidation,RENT,1
101000,7,debt_consolidation,MORTGAGE,0
68000,7,debt_consolidation,MORTGAGE,0
45000,21,debt_consolidation,RENT,0
20000,4,debt_consolidation,MORTGAGE,4
85000,11,debt_consolidation,RENT,3
28800,6,small_business,OWN,1
28500,15,debt_consolidation,RENT,0
3e+05,9,home_improvement,MORTGAGE,0
70000,18,debt_consolidation,RENT,2
98000,5,home_improvement,RENT,0
55000,17,credit_card,RENT,0
42000,8,debt_consolidation,RENT,1
66000,11,major_purchase,MORTGAGE,1
48000,14,debt_consolidation,RENT,0
115000,6,debt_consolidation,MORTGAGE,0
75000,11,credit_card,MORTGAGE,0
120000,10,debt_consolidation,MORTGAGE,0
41000,9,debt_consolidation,RENT,0
68000,15,debt_consolidation,MORTGAGE,0
1e+05,18,credit_card,MORTGAGE,0
38000,10,other,RENT,0
80000,10,debt_consolidation,MORTGAGE,1
60000,9,debt_consolidation,MORTGAGE,1
46270,7,debt_consolidation,MORTGAGE,0
107400,12,debt_consolidation,OWN,0
44940,15,medical,RENT,1
80000,12,home_improvement,MORTGAGE,0
40000,6,other,MORTGAGE,0
1e+05,16,debt_consolidation,MORTGAGE,3
90000,18,credit_card,MORTGAGE,1
35859.24,10,debt_consolidation,OWN,0
46896,12,credit_card,MORTGAGE,0
51000,15,credit_card,MORTGAGE,0
74000,14,home_improvement,RENT,4
58460,18,credit_card,RENT,0
42115,11,debt_consolidation,RENT,0
35000,6,credit_card,MORTGAGE,0
50000,6,car,MORTGAGE,0
80000,5,debt_consolidation,MORTGAGE,0
82048,5,moving,MORTGAGE,0
39000,6,home_improvement,OWN,0
68000,17,debt_consolidation,OWN,1
52000,24,debt_consolidation,RENT,0
80000,9,credit_card,MORTGAGE,0
59000,16,debt_consolidation,MORTGAGE,2
80000,14,debt_consolidation,RENT,0
75000,18,debt_consolidation,MORTGAGE,0
65000,7,debt_consolidation,RENT,0
110000,7,debt_consolidation,RENT,0
42000,8,debt_consolidation,RENT,1
70000,8,debt_consolidation,OWN,2
65000,14,home_improvement,MORTGAGE,0
57600,8,credit_card,RENT,0
52000,15,debt_consolidation,MORTGAGE,4
80000,9,debt_consolidation,MORTGAGE,0
41104,21,other,RENT,1
94000,11,debt_consolidation,MORTGAGE,1
50000,10,credit_card,RENT,2
52000,15,debt_consolidation,MORTGAGE,3
29000,15,debt_consolidation,RENT,1
20000,7,debt_consolidation,RENT,2
60300,7,credit_card,MORTGAGE,0
40000,8,debt_consolidation,MORTGAGE,2
35000,8,small_business,RENT,1
33000,27,debt_consolidation,OWN,5
39500,5,debt_consolidation,MORTGAGE,1
50000,32,credit_card,MORTGAGE,0
36000,7,debt_consolidation,RENT,0
80000,13,credit_card,MORTGAGE,0
33594,8,vacation,RENT,1
33000,9,debt_consolidation,MORTGAGE,0
120000,10,renewable_energy,RENT,1
70000,8,debt_consolidation,RENT,0
160000,16,credit_card,MORTGAGE,1
55000,8,debt_consolidation,MORTGAGE,1
103000,28,home_improvement,MORTGAGE,3
35000,9,debt_consolidation,RENT,1
76000,4,home_improvement,MORTGAGE,0
102000,16,debt_consolidation,MORTGAGE,0
78000,10,debt_consolidation,MORTGAGE,0
93000,6,credit_card,RENT,0
70000,20,debt_consolidation,MORTGAGE,0
80000,21,debt_consolidation,MORTGAGE,0
40000,8,debt_consolidation,RENT,0
124000,9,medical,MORTGAGE,0
40000,10,credit_card,MORTGAGE,1
50000,10,debt_consolidation,OWN,1
60000,15,debt_consolidation,MORTGAGE,0
65000,9,debt_consolidation,MORTGAGE,1
206500,17,home_improvement,MORTGAGE,1
78000,18,debt_consolidation,MORTGAGE,0
38000,12,credit_card,MORTGAGE,1
60000,18,debt_consolidation,MORTGAGE,0
88000,8,credit_card,RENT,0
90000,9,debt_consolidation,RENT,2
65000,9,debt_consolidation,RENT,1
80000,27,debt_consolidation,MORTGAGE,0
110000,44,debt_consolidation,RENT,3
50000,13,debt_consolidation,MORTGAGE,3
250000,6,debt_consolidation,RENT,1
12000,13,other,RENT,0
41000,21,major_purchase,RENT,2
40800,13,debt_consolidation,RENT,3
85000,10,debt_consolidation,MORTGAGE,0
85900,20,debt_consolidation,MORTGAGE,0
94000,26,debt_consolidation,OWN,1
110000,8,major_purchase,MORTGAGE,2
150000,17,debt_consolidation,RENT,2
171000,11,debt_consolidation,RENT,0
106000,18,credit_card,RENT,0
100384,11,debt_consolidation,MORTGAGE,2
85000,7,credit_card,MORTGAGE,0
72000,14,debt_consolidation,RENT,0
55000,9,debt_consolidation,MORTGAGE,0
63000,14,other,RENT,2
87000,9,small_business,MORTGAGE,2
55000,9,car,MORTGAGE,1
58000,16,credit_card,RENT,0
90000,11,debt_consolidation,MORTGAGE,0
72000,12,debt_consolidation,MORTGAGE,1
56000,5,other,RENT,2
60000,19,debt_consolidation,RENT,3
83000,14,debt_consolidation,MORTGAGE,0
41311,4,other,RENT,0
45000,8,vacation,RENT,1
110000,15,debt_consolidation,RENT,2
1e+05,11,major_purchase,MORTGAGE,1
40000,8,debt_consolidation,MORTGAGE,2
60000,9,credit_card,OWN,0
50000,13,credit_card,MORTGAGE,0
50000,17,debt_consolidation,RENT,0
30000,6,debt_consolidation,OWN,0
150000,11,debt_consolidation,MORTGAGE,0
108000,13,house,MORTGAGE,1
36000,9,debt_consolidation,RENT,0
75000,7,debt_consolidation,RENT,0
52000,3,debt_consolidation,MORTGAGE,1
101000,6,debt_consolidation,RENT,0
220000,15,debt_consolidation,OWN,2
55525.6,10,debt_consolidation,OWN,0
40000,21,credit_card,MORTGAGE,0
132000,11,debt_consolidation,RENT,0
70000,12,home_improvement,MORTGAGE,0
40000,6,credit_card,RENT,0
90000,23,debt_consolidation,RENT,0
45000,7,debt_consolidation,OWN,1
121000,9,debt_consolidation,RENT,0
72000,12,credit_card,MORTGAGE,0
65000,10,credit_card,RENT,0
1e+05,14,debt_consolidation,OWN,2
85000,20,debt_consolidation,OWN,2
43000,21,debt_consolidation,RENT,3
75000,7,debt_consolidation,MORTGAGE,0
50000,6,debt_consolidation,RENT,0
105000,12,debt_consolidation,OWN,1
3e+05,11,credit_card,MORTGAGE,0
16000,20,debt_consolidation,RENT,1
113000,16,debt_consolidation,MORTGAGE,3
73000,12,debt_consolidation,MORTGAGE,0
115000,16,debt_consolidation,OWN,0
82350,6,debt_consolidation,RENT,0
70000,14,debt_consolidation,MORTGAGE,0
70000,15,debt_consolidation,RENT,0
115000,16,credit_card,RENT,0
36000,8,debt_consolidation,MORTGAGE,1
84000,7,debt_consolidation,MORTGAGE,1
82000,7,debt_consolidation,MORTGAGE,0
79500,8,credit_card,MORTGAGE,0
90000,3,home_improvement,OWN,1
75000,11,debt_consolidation,MORTGAGE,2
94000,24,debt_consolidation,RENT,0
1e+05,14,debt_consolidation,RENT,1
170000,19,other,MORTGAGE,0
36500,9,debt_consolidation,MORTGAGE,0
83500,19,credit_card,MORTGAGE,0
40000,4,credit_card,MORTGAGE,0
67500,8,debt_consolidation,MORTGAGE,3
44000,11,debt_consolidation,RENT,1
58000,23,debt_consolidation,RENT,0
46610,6,major_purchase,OWN,0
130000,11,major_purchase,MORTGAGE,4
53000,10,debt_consolidation,MORTGAGE,0
56000,10,debt_consolidation,RENT,1
36000,7,debt_consolidation,RENT,1
39000,7,home_improvement,MORTGAGE,1
130000,8,debt_consolidation,MORTGAGE,2
58000,15,credit_card,RENT,0
71000,10,debt_consolidation,MORTGAGE,2
90000,14,credit_card,MORTGAGE,2
52000,11,debt_consolidation,RENT,1
110000,13,credit_card,RENT,0
23000,8,medical,RENT,0
72000,9,debt_consolidation,MORTGAGE,0
94405,6,debt_consolidation,MORTGAGE,0
155000,19,debt_consolidation,RENT,0
98000,10,vacation,MORTGAGE,6
40800,15,debt_consolidation,OWN,0
58000,8,home_improvement,MORTGAGE,1
56500,11,debt_consolidation,RENT,1
135000,5,major_purchase,MORTGAGE,0
95000,17,credit_card,MORTGAGE,1
45000,16,credit_card,RENT,1
20000,9,debt_consolidation,RENT,1
50000,7,debt_consolidation,OWN,1
57000,9,debt_consolidation,RENT,0
75000,10,debt_consolidation,MORTGAGE,0
35000,9,debt_consolidation,RENT,0
70000,11,debt_consolidation,MORTGAGE,0
105000,7,debt_consolidation,MORTGAGE,0
53000,16,small_business,RENT,0
25000,9,other,RENT,0
3e+05,6,small_business,RENT,3
80000,16,debt_consolidation,MORTGAGE,0
30000,14,debt_consolidation,RENT,0
80000,31,other,MORTGAGE,2
17000,5,debt_consolidation,RENT,1
65000,11,credit_card,RENT,0
66000,10,debt_consolidation,MORTGAGE,1
34000,15,credit_card,RENT,3
128000,12,home_improvement,MORTGAGE,0
55000,9,credit_card,MORTGAGE,3
78276,7,debt_consolidation,RENT,0
78061,11,debt_consolidation,MORTGAGE,2
70000,19,debt_consolidation,RENT,0
62000,7,debt_consolidation,OWN,0
15636,5,debt_consolidation,MORTGAGE,0
198000,13,debt_consolidation,MORTGAGE,0
105000,14,debt_consolidation,MORTGAGE,1
47000,9,debt_consolidation,OWN,0
32910,10,debt_consolidation,MORTGAGE,0
93736,15,debt_consolidation,OWN,0
82000,10,debt_consolidation,MORTGAGE,0
225000,18,debt_consolidation,OWN,1
56000,15,debt_consolidation,RENT,1
82000,5,debt_consolidation,MORTGAGE,0
20000,8,credit_card,RENT,0
30000,8,credit_card,RENT,0
36000,7,debt_consolidation,RENT,0
245000,13,debt_consolidation,MORTGAGE,2
46000,8,credit_card,OWN,0
175000,13,debt_consolidation,MORTGAGE,0
52500,3,debt_consolidation,RENT,0
57600,16,debt_consolidation,OWN,1
1e+05,15,debt_consolidation,RENT,0
50000,5,debt_consolidation,RENT,0
61000,6,debt_consolidation,RENT,0
35000,10,debt_consolidation,RENT,0
60000,9,other,OWN,2
60000,6,debt_consolidation,MORTGAGE,0
70008,11,debt_consolidation,MORTGAGE,3
1e+05,12,debt_consolidation,RENT,1
69000,8,debt_consolidation,MORTGAGE,0
50000,11,debt_consolidation,MORTGAGE,2
97850,18,debt_consolidation,MORTGAGE,1
82500,19,credit_card,MORTGAGE,3
76500,8,debt_consolidation,MORTGAGE,0
97000,11,home_improvement,MORTGAGE,0
60000,14,debt_consolidation,RENT,1
1e+05,13,debt_consolidation,MORTGAGE,0
106000,11,debt_consolidation,MORTGAGE,0
56598,8,debt_consolidation,RENT,1
75000,18,debt_consolidation,MORTGAGE,0
32000,5,credit_card,RENT,0
66000,11,debt_consolidation,RENT,1
85000,8,debt_consolidation,MORTGAGE,2
50000,27,credit_card,MORTGAGE,6
103600,13,debt_consolidation,MORTGAGE,0
28800,2,debt_consolidation,RENT,0
94000,7,debt_consolidation,MORTGAGE,1
65000,12,debt_consolidation,MORTGAGE,4
33300,11,debt_consolidation,RENT,1
55000,4,credit_card,RENT,0
38000,8,credit_card,MORTGAGE,0
182000,11,credit_card,MORTGAGE,2
1e+05,7,major_purchase,OWN,1
120000,25,debt_consolidation,MORTGAGE,2
114000,13,debt_consolidation,MORTGAGE,0
49200,10,debt_consolidation,OWN,2
132000,10,car,MORTGAGE,2
37000,8,other,OWN,0
102000,5,debt_consolidation,RENT,0
210000,15,debt_consolidation,MORTGAGE,0
50000,8,debt_consolidation,MORTGAGE,0
54000,17,debt_consolidation,RENT,4
65000,24,debt_consolidation,MORTGAGE,2
55000,12,debt_consolidation,MORTGAGE,1
35000,8,debt_consolidation,RENT,0
60000,16,debt_consolidation,MORTGAGE,1
25000,4,debt_consolidation,MORTGAGE,0
30000,14,debt_consolidation,RENT,0
95367,15,debt_consolidation,MORTGAGE,1
75000,16,home_improvement,OWN,2
320000,19,debt_consolidation,MORTGAGE,2
35000,7,debt_consolidation,RENT,1
2e+05,8,debt_consolidation,MORTGAGE,0
65000,8,major_purchase,RENT,0
29232,7,debt_consolidation,MORTGAGE,0
42000,10,debt_consolidation,MORTGAGE,1
110000,13,credit_card,OWN,0
127000,10,home_improvement,MORTGAGE,0
52000,7,credit_card,RENT,0
118000,26,debt_consolidation,MORTGAGE,0
66798,6,debt_consolidation,RENT,0
140000,7,debt_consolidation,RENT,2
52000,9,debt_consolidation,OWN,0
96000,8,debt_consolidation,MORTGAGE,0
86500,17,debt_consolidation,MORTGAGE,2
151016.08,17,major_purchase,RENT,3
42000,22,debt_consolidation,RENT,0
89000,8,debt_consolidation,RENT,0
108000,16,debt_consolidation,MORTGAGE,2
41000,8,debt_consolidation,RENT,0
126000,15,credit_card,MORTGAGE,1
117000,6,other,MORTGAGE,1
50560,9,debt_consolidation,MORTGAGE,0
56000,15,credit_card,OWN,0
21000,7,major_purchase,RENT,1
73000,11,debt_consolidation,RENT,1
56075,4,debt_consolidation,MORTGAGE,0
85000,21,credit_card,MORTGAGE,0
175000,11,debt_consolidation,RENT,0
70000,8,debt_consolidation,MORTGAGE,0
30000,17,debt_consolidation,MORTGAGE,1
68000,8,home_improvement,MORTGAGE,0
65000,17,debt_consolidation,MORTGAGE,0
56052,11,home_improvement,RENT,1
80000,10,credit_card,MORTGAGE,0
33500,20,debt_consolidation,RENT,0
1e+05,8,debt_consolidation,OWN,0
1e+05,12,debt_consolidation,MORTGAGE,1
35000,10,debt_consolidation,MORTGAGE,1
80000,15,home_improvement,MORTGAGE,0
67000,14,debt_consolidation,RENT,0
115000,10,debt_consolidation,MORTGAGE,1
65211,17,credit_card,OWN,0
30422.5,11,other,OWN,0
30000,8,major_purchase,RENT,1
53000,8,debt_consolidation,MORTGAGE,1
51000,11,debt_consolidation,RENT,0
64000,12,debt_consolidation,OWN,1
47032,17,credit_card,MORTGAGE,3
60000,11,debt_consolidation,MORTGAGE,2
82000,23,debt_consolidation,MORTGAGE,4
32000,9,credit_card,RENT,0
58500,14,major_purchase,RENT,1
52000,15,credit_card,RENT,2
50000,12,credit_card,MORTGAGE,0
80000,8,debt_consolidation,OWN,0
35000,11,moving,MORTGAGE,0
32000,2,debt_consolidation,RENT,0
120000,14,small_business,MORTGAGE,1
120000,5,major_purchase,RENT,2
62500,11,debt_consolidation,MORTGAGE,0
28657,4,car,RENT,1
180000,9,other,RENT,2
45760,8,debt_consolidation,MORTGAGE,3
35000,5,debt_consolidation,RENT,0
42000,7,debt_consolidation,RENT,0
28200,8,debt_consolidation,RENT,0
52000,13,debt_consolidation,RENT,0
35000,5,debt_consolidation,RENT,0
38000,9,debt_consolidation,RENT,1
30000,8,debt_consolidation,OWN,0
60000,15,debt_consolidation,MORTGAGE,0
40000,6,debt_consolidation,MORTGAGE,1
61000,9,debt_consolidation,MORTGAGE,2
225000,20,debt_consolidation,OWN,0
45000,6,debt_consolidation,MORTGAGE,0
38500,7,debt_consolidation,RENT,0
89000,4,credit_card,RENT,1
145000,23,debt_consolidation,MORTGAGE,0
80000,19,debt_consolidation,RENT,2
45000,18,debt_consolidation,RENT,2
87000,8,small_business,OWN,0
75000,11,credit_card,MORTGAGE,0
29000,8,home_improvement,MORTGAGE,2
169000,10,debt_consolidation,OWN,0
118000,13,debt_consolidation,MORTGAGE,1
18000,10,debt_consolidation,RENT,1
25920,41,debt_consolidation,RENT,0
39000,16,debt_consolidation,MORTGAGE,1
41000,4,educational,RENT,7
80000,9,credit_card,MORTGAGE,0
50000,10,home_improvement,MORTGAGE,1
65000,16,debt_consolidation,OWN,0
65228,19,credit_card,MORTGAGE,0
55000,16,credit_card,MORTGAGE,0
52000,13,debt_consolidation,MORTGAGE,1
80000,11,other,RENT,0
1e+05,16,credit_card,MORTGAGE,0
43000,6,home_improvement,MORTGAGE,1
38500,10,debt_consolidation,RENT,0
85000,8,credit_card,MORTGAGE,0
37500,11,debt_consolidation,RENT,4
225000,6,debt_consolidation,MORTGAGE,0
35000,6,debt_consolidation,OWN,1
76131,19,debt_consolidation,MORTGAGE,2
56791,14,debt_consolidation,MORTGAGE,0
95000,8,credit_card,MORTGAGE,0
1e+05,7,debt_consolidation,MORTGAGE,0
110000,17,credit_card,MORTGAGE,1
77000,9,other,MORTGAGE,1
115000,12,debt_consolidation,MORTGAGE,0
33000,6,house,OWN,0
70000,7,debt_consolidation,RENT,0
65000,9,credit_card,MORTGAGE,1
35000,10,credit_card,OWN,0
70000,18,debt_consolidation,RENT,0
60000,8,debt_consolidation,MORTGAGE,0
80000,11,debt_consolidation,RENT,1
80000,5,debt_consolidation,RENT,0
60000,7,debt_consolidation,MORTGAGE,1
112000,12,debt_consolidation,RENT,1
65000,11,debt_consolidation,MORTGAGE,1
75000,5,debt_consolidation,MORTGAGE,1
295000,15,debt_consolidation,MORTGAGE,0
45000,7,debt_consolidation,RENT,0
85000,13,debt_consolidation,OWN,0
24686,5,credit_card,RENT,0
61500,10,debt_consolidation,RENT,1
80000,11,debt_consolidation,MORTGAGE,3
33000,12,debt_consolidation,OWN,2
39032,9,credit_card,RENT,0
60000,7,credit_card,OWN,0
3e+05,10,debt_consolidation,RENT,2
130000,6,debt_consolidation,RENT,0
51000,17,credit_card,RENT,0
44000,12,debt_consolidation,RENT,3
135000,18,debt_consolidation,MORTGAGE,2
38600,9,credit_card,MORTGAGE,0
46500,16,medical,RENT,2
58136,7,debt_consolidation,MORTGAGE,1
47500,13,debt_consolidation,RENT,0
30000,17,home_improvement,MORTGAGE,0
62628,17,debt_consolidation,RENT,0
46000,5,debt_consolidation,RENT,2
32000,12,debt_consolidation,RENT,0
67000,9,home_improvement,MORTGAGE,1
48000,5,debt_consolidation,RENT,2
30000,9,debt_consolidation,MORTGAGE,1
36500,6,credit_card,RENT,1
50000,10,credit_card,RENT,1
75000,11,debt_consolidation,OWN,1
65000,18,other,OWN,1
80000,13,debt_consolidation,RENT,0
115000,9,debt_consolidation,RENT,0
44400,11,debt_consolidation,RENT,1
1e+05,10,debt_consolidation,MORTGAGE,1
61000,8,debt_consolidation,RENT,1
70000,11,debt_consolidation,MORTGAGE,1
50000,13,debt_consolidation,RENT,0
105597,25,home_improvement,RENT,3
30000,7,car,MORTGAGE,0
56000,21,debt_consolidation,RENT,0
43000,20,debt_consolidation,MORTGAGE,0
53000,8,debt_consolidation,RENT,1
150000,14,credit_card,MORTGAGE,0
102000,7,other,MORTGAGE,4
2e+05,14,wedding,RENT,0
62000,9,debt_consolidation,MORTGAGE,0
38000,8,debt_consolidation,MORTGAGE,0
108000,5,credit_card,RENT,1
30000,17,debt_consolidation,RENT,1
35000,5,credit_card,RENT,0
48000,11,credit_card,RENT,0
150000,19,credit_card,MORTGAGE,0
1e+05,10,medical,MORTGAGE,1
60000,7,debt_consolidation,MORTGAGE,1
60000,8,debt_consolidation,MORTGAGE,1
106000,12,credit_card,RENT,0
223000,11,debt_consolidation,MORTGAGE,1
115000,6,debt_consolidation,MORTGAGE,1
128000,19,debt_consolidation,MORTGAGE,0
90000,10,debt_consolidation,RENT,2
92000,17,debt_consolidation,MORTGAGE,2
40000,13,home_improvement,MORTGAGE,0
23500,8,home_improvement,MORTGAGE,0
49000,12,debt_consolidation,RENT,0
75000,10,debt_consolidation,MORTGAGE,0
42000,7,debt_consolidation,RENT,0
60000,13,credit_card,MORTGAGE,0
85000,15,debt_consolidation,MORTGAGE,0
65000,8,debt_consolidation,MORTGAGE,1
28581,6,credit_card,OWN,0
48000,18,major_purchase,RENT,0
92000,6,debt_consolidation,RENT,1
57000,21,credit_card,MORTGAGE,1
88600,16,wedding,MORTGAGE,2
35280,4,debt_consolidation,OWN,0
20516,9,credit_card,MORTGAGE,1
60000,14,debt_consolidation,MORTGAGE,1
23000,6,debt_consolidation,RENT,0
70000,15,major_purchase,RENT,0
126000,8,medical,MORTGAGE,3
105000,12,debt_consolidation,MORTGAGE,1
102000,7,debt_consolidation,MORTGAGE,0
40000,8,educational,MORTGAGE,0
30000,8,debt_consolidation,MORTGAGE,0
165000,10,home_improvement,MORTGAGE,0
63000,18,debt_consolidation,RENT,0
45000,10,debt_consolidation,OWN,0
52000,7,debt_consolidation,MORTGAGE,1
28000,5,debt_consolidation,RENT,2
47000,5,debt_consolidation,RENT,1
42000,6,other,MORTGAGE,1
45000,18,debt_consolidation,MORTGAGE,0
74000,9,debt_consolidation,MORTGAGE,0
31782,8,credit_card,RENT,0
64000,14,debt_consolidation,MORTGAGE,1
65000,18,debt_consolidation,OWN,0
28000,6,home_improvement,MORTGAGE,3
120000,16,credit_card,MORTGAGE,0
53000,4,debt_consolidation,OWN,0
45000,18,debt_consolidation,RENT,0
55000,15,debt_consolidation,MORTGAGE,0
30000,11,credit_card,RENT,2
42000,6,debt_consolidation,RENT,0
